id,label
1,0.5629357099533081
2,0.9505254030227661
3,0.6643166542053223
4,0.9592649340629578
5,0.11277582496404648
6,0.249858096241951
7,0.23916031420230865
8,0.35163480043411255
9,0.18522252142429352
10,0.10711335390806198
11,0.00845016073435545
12,0.9519559144973755
13,0.24536705017089844
14,0.4630747437477112
15,0.01470967847853899
16,0.2085912525653839
17,0.9148754477500916
18,0.9643024802207947
19,0.03122294694185257
20,0.746627688407898
21,0.8278543949127197
22,0.0800650343298912
23,0.19785642623901367
24,0.2998369336128235
25,0.6006768941879272
26,0.8383442163467407
27,0.6853362917900085
28,0.1915721446275711
29,0.5893328785896301
30,0.7778623104095459
31,0.5015906691551208
32,0.15395376086235046
33,0.9888396859169006
34,0.0916631817817688
35,0.033218864351511
36,0.08142714947462082
37,0.19061365723609924
38,0.008049185387790203
39,0.9695248007774353
40,0.18281356990337372
41,0.8522122502326965
42,0.9895588159561157
43,0.9685017466545105
44,0.5402055382728577
45,0.4412393569946289
46,0.3704509139060974
47,0.5943522453308105
48,0.9837861657142639
49,0.9147518277168274
50,0.13988696038722992
51,0.45764660835266113
52,0.07394355535507202
53,0.11272016912698746
54,0.3309319317340851
55,0.08005240559577942
56,0.5789426565170288
57,0.9683694839477539
58,0.015070264227688313
59,0.30439603328704834
60,0.9360297918319702
61,0.38275325298309326
62,0.7321203947067261
63,0.5401360392570496
64,0.9346771836280823
65,0.9490618705749512
66,0.7638794779777527
67,0.5495595932006836
68,0.1576225906610489
69,0.9712590575218201
70,0.9732051491737366
71,0.8167343735694885
72,0.3544659912586212
73,0.7117486000061035
74,0.8510793447494507
75,0.4718986451625824
76,0.502821683883667
77,0.967155396938324
78,0.8980079889297485
79,0.9470217823982239
80,0.3850005567073822
81,0.35262182354927063
82,0.5529147386550903
83,0.980787992477417
84,0.14142294228076935
85,0.9157932996749878
86,0.39955443143844604
87,0.5172364711761475
88,0.6440555453300476
89,0.04679854214191437
90,0.2702767252922058
91,0.24944646656513214
92,0.07952994108200073
93,0.10653276741504669
94,0.9960254430770874
95,0.9781243801116943
96,0.44917476177215576
97,0.8464242815971375
98,0.8448107242584229
99,0.0069283777847886086
100,0.2789188623428345
101,0.23346225917339325
102,0.983052134513855
103,0.1746683120727539
104,0.22727343440055847
105,0.8386039137840271
106,0.4001358449459076
107,0.36115768551826477
108,0.21380655467510223
109,0.8092739582061768
110,0.8654242157936096
111,0.802314281463623
112,0.5883294939994812
113,0.9957771301269531
114,0.37085816264152527
115,0.43361520767211914
116,0.186069056391716
117,0.23680958151817322
118,0.7625104784965515
119,0.8760804533958435
120,0.3653944432735443
121,0.5639985203742981
122,0.12190338969230652
123,0.3623184859752655
124,0.05426099896430969
125,0.27347224950790405
126,0.7592130899429321
127,0.31376534700393677
128,0.0383077897131443
129,0.6887481212615967
130,0.67939293384552
131,0.9781664609909058
132,0.46228495240211487
133,0.39664629101753235
134,0.026932140812277794
135,0.06576242297887802
136,0.2673731744289398
137,0.777752161026001
138,0.43314820528030396
139,0.48521336913108826
140,0.15127426385879517
141,0.2226582169532776
142,0.3695237636566162
143,0.8715428113937378
144,0.532620370388031
145,0.03719504922628403
146,0.9077301025390625
147,0.7827466130256653
148,0.23629207909107208
149,0.13267762959003448
150,0.17119207978248596
151,0.7489939332008362
152,0.6162121295928955
153,0.03635318949818611
