id,label
1,0.45265206694602966
1,0.6780396699905396
2,0.9207022190093994
2,0.9477528929710388
3,0.9013771414756775
3,0.4866577982902527
4,0.9874022603034973
4,0.9722952842712402
5,0.05498620495200157
5,0.10304056107997894
6,0.7222564220428467
6,0.8351277709007263
7,0.35115426778793335
7,0.02014540508389473
8,0.17289233207702637
8,0.3522753119468689
9,0.20558510720729828
9,0.11710794270038605
10,0.09924300014972687
10,0.16123224794864655
11,0.02858559973537922
11,0.07594563812017441
12,0.9096362590789795
12,0.8925376534461975
13,0.34535616636276245
13,0.7360915541648865
14,0.29257169365882874
14,0.21684503555297852
15,0.0300312340259552
15,0.16194674372673035
16,0.4056321382522583
16,0.08576855808496475
17,0.8758446574211121
17,0.21483398973941803
18,0.9840347766876221
18,0.8875554800033569
19,0.07899311929941177
19,0.07418251037597656
20,0.2578151822090149
20,0.5172989368438721
21,0.8836572766304016
21,0.9256829023361206
22,0.11096420884132385
22,0.3566654622554779
23,0.1773844063282013
23,0.8091617226600647
24,0.2352169305086136
24,0.5578881502151489
25,0.8770254254341125
25,0.22452829778194427
26,0.7718170881271362
26,0.8302791714668274
27,0.8305173516273499
27,0.796561598777771
28,0.08542755246162415
28,0.02084033563733101
29,0.8638799786567688
29,0.9485069513320923
30,0.8088533282279968
30,0.9528979063034058
31,0.7411970496177673
31,0.34217363595962524
32,0.16630405187606812
32,0.17452365159988403
33,0.9743695855140686
33,0.9518674612045288
34,0.1763330101966858
34,0.26852014660835266
35,0.06120136380195618
35,0.0730474665760994
36,0.12555146217346191
36,0.3611758351325989
37,0.33161336183547974
37,0.36828985810279846
38,0.005914477165788412
38,0.012820151634514332
39,0.9896313548088074
39,0.5530741810798645
40,0.1253269463777542
40,0.07833725214004517
41,0.9078304171562195
41,0.8979897499084473
42,0.9606660604476929
42,0.9487286806106567
43,0.8996953368186951
43,0.9204428791999817
44,0.742132306098938
44,0.9110591411590576
45,0.6485835313796997
45,0.6216644048690796
46,0.5895636081695557
46,0.6058581471443176
47,0.7842414975166321
47,0.49510657787323
48,0.9841148853302002
48,0.9926215410232544
49,0.9244984984397888
49,0.7346215844154358
50,0.15855063498020172
50,0.11790261417627335
51,0.5086249113082886
51,0.46835336089134216
52,0.5531059503555298
52,0.44356808066368103
53,0.07627961039543152
53,0.3106538951396942
54,0.12909549474716187
54,0.13662385940551758
55,0.21278011798858643
55,0.29305511713027954
56,0.803184449672699
56,0.7577213048934937
57,0.9895890951156616
57,0.8585837483406067
58,0.024635696783661842
58,0.0238870270550251
59,0.40792974829673767
59,0.9580076336860657
60,0.9152879118919373
60,0.7576817870140076
61,0.29323336482048035
61,0.2797815501689911
62,0.6604530215263367
62,0.5197165012359619
63,0.5606032609939575
63,0.4048124849796295
64,0.9509575963020325
64,0.928693413734436
65,0.9196583032608032
65,0.9847817420959473
66,0.7976869940757751
66,0.8529388308525085
67,0.7319459915161133
67,0.7841978073120117
68,0.321811705827713
68,0.06535172462463379
69,0.969853937625885
69,0.9899847507476807
70,0.9848227500915527
70,0.8632035851478577
71,0.836333155632019
71,0.5230392813682556
72,0.12088406085968018
72,0.3379509449005127
73,0.7072507739067078
73,0.8850288391113281
74,0.91234290599823
74,0.9863903522491455
75,0.40703028440475464
75,0.2626522183418274
76,0.17374996840953827
76,0.5257415175437927
77,0.9783372282981873
77,0.9768104553222656
78,0.8691778182983398
78,0.8271104693412781
79,0.9028329253196716
79,0.362068772315979
80,0.43470513820648193
80,0.07833357155323029
81,0.744201123714447
81,0.8179024457931519
82,0.7367095351219177
82,0.3832763433456421
83,0.9854754209518433
83,0.9939056038856506
84,0.1718713343143463
84,0.10567235946655273
85,0.8603112697601318
85,0.9694758653640747
86,0.2815331518650055
86,0.13854677975177765
87,0.7673951983451843
87,0.7679508924484253
88,0.6453909277915955
88,0.7086544632911682
89,0.16293780505657196
89,0.2658812999725342
90,0.4448671042919159
90,0.32906126976013184
91,0.29803574085235596
91,0.2825130224227905
92,0.09183067828416824
92,0.22890879213809967
93,0.23615020513534546
93,0.06417539715766907
94,0.989282488822937
94,0.9664582014083862
95,0.9817042946815491
95,0.985355019569397
96,0.5570560693740845
96,0.5712601542472839
97,0.8314876556396484
97,0.8594290614128113
98,0.7942689657211304
98,0.8125892281532288
99,0.032044749706983566
99,0.6831478476524353
100,0.34363460540771484
100,0.6007548570632935
101,0.44334447383880615
101,0.15650659799575806
102,0.9793130159378052
102,0.9310703873634338
103,0.2436016947031021
103,0.11780212819576263
104,0.19912543892860413
104,0.11613533645868301
105,0.8815189003944397
105,0.5148150324821472
106,0.13800810277462006
106,0.2575887143611908
107,0.30467647314071655
107,0.18929420411586761
108,0.23755145072937012
108,0.16790567338466644
109,0.9395055174827576
109,0.8300432562828064
110,0.8607895970344543
110,0.9115655422210693
111,0.8304775357246399
111,0.8979364037513733
112,0.4275645911693573
112,0.3488754630088806
113,0.9953787326812744
113,0.991461992263794
114,0.5492835640907288
114,0.35754063725471497
115,0.4817977547645569
115,0.7744842767715454
116,0.21594184637069702
116,0.11812585592269897
117,0.06985843181610107
117,0.04922260344028473
118,0.855866014957428
118,0.9518040418624878
119,0.7139959931373596
119,0.5160287618637085
120,0.36054423451423645
120,0.2281503528356552
121,0.5309284925460815
121,0.8031149506568909
122,0.1505221277475357
122,0.043660249561071396
123,0.5416885018348694
123,0.47963038086891174
124,0.14357110857963562
124,0.11945376545190811
125,0.0268815066665411
125,0.01385461539030075
126,0.708823561668396
126,0.8440877199172974
127,0.4243224561214447
127,0.8708584308624268
128,0.02820262499153614
128,0.7091111540794373
129,0.736506462097168
129,0.22671900689601898
130,0.8437814712524414
130,0.6045595407485962
131,0.9868559241294861
131,0.9853315353393555
132,0.6972804069519043
132,0.5307527184486389
133,0.38654443621635437
133,0.5912187695503235
